Timestamp,Tables,Kitchen Queue,Completed Orders,Waiting Queue,Ingredients,Waiters
2025-06-10 21:43:27,"Table 1 (size 2): Free;Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Salad(Group 2) Salad(Group 2) Pasta(Group 2) Pizza(Group 2) Salad(Group 2) Pizza(Group 2) Salad(Group 2) Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) ","","","cheese:12;dough:11;lettuce:13;meat:9;noodles:10;salt:16;sauce:14;tomato:13;","2 active"
2025-06-10 21:43:29,"Table 1 (size 2): Free;Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Pasta(Group 2) Pizza(Group 2) Salad(Group 2) Pizza(Group 2) Salad(Group 2) Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) ","","Group 4(size 9) ","cheese:12;dough:11;lettuce:11;meat:9;noodles:10;salt:16;sauce:14;tomato:11;","2 active"
2025-06-10 21:43:30,"Table 1 (size 2): Free;Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Pizza(Group 2) Salad(Group 2) Pizza(Group 2) Salad(Group 2) Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) ","","Group 4(size 9) ","cheese:12;dough:11;lettuce:11;meat:9;noodles:9;salt:16;sauce:13;tomato:11;","2 active"
2025-06-10 21:43:31,"Table 1 (size 2): Free;Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Salad(Group 2) Pizza(Group 2) Salad(Group 2) Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) ","","Group 4(size 9) ","cheese:11;dough:10;lettuce:11;meat:9;noodles:9;salt:16;sauce:12;tomato:11;","2 active"
2025-06-10 21:43:32,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Salad(Group 2) Pizza(Group 2) Salad(Group 2) Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) Pizza(Group 5) ","","Group 4(size 9) ","cheese:14;dough:13;lettuce:14;meat:12;noodles:12;salt:19;sauce:15;tomato:14;","2 active"
2025-06-10 21:43:33,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Salad(Group 2) Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) Pizza(Group 5) ","","Group 4(size 9) ","cheese:13;dough:12;lettuce:13;meat:12;noodles:12;salt:19;sauce:14;tomato:13;","2 active"
2025-06-10 21:43:34,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Salad(Group 2) Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) Pizza(Group 5) ","","Group 4(size 9) ","cheese:13;dough:12;lettuce:13;meat:12;noodles:12;salt:19;sauce:14;tomato:13;","2 active"
2025-06-10 21:43:35,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Pasta(Group 3) Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) Pizza(Group 5) ","","Group 4(size 9) Group 6(size 6) ","cheese:13;dough:12;lettuce:12;meat:12;noodles:12;salt:19;sauce:14;tomato:12;","2 active"
2025-06-10 21:43:36,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 3);Table 4 (size 4): Free;","Salad(Group 3) Salad(Group 3) Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) Pizza(Group 5) ","","Group 4(size 9) Group 6(size 6) ","cheese:13;dough:12;lettuce:12;meat:12;noodles:11;salt:19;sauce:13;tomato:12;","2 active"
2025-06-10 21:43:37,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Free;","Steak(Group 3) Salad(Group 3) Pasta(Group 3) Steak(Group 3) Pizza(Group 5) Steak(Group 4) Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) ","","Group 6(size 6) ","cheese:16;dough:15;lettuce:13;meat:15;noodles:14;salt:22;sauce:16;tomato:13;","2 active"
2025-06-10 21:43:38,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Free;","Salad(Group 3) Pasta(Group 3) Steak(Group 3) Pizza(Group 5) Steak(Group 4) Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) ","","Group 6(size 6) ","cheese:16;dough:15;lettuce:13;meat:14;noodles:14;salt:21;sauce:16;tomato:13;","2 active"
2025-06-10 21:43:39,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Free;","Pasta(Group 3) Steak(Group 3) Pizza(Group 5) Steak(Group 4) Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) ","","Group 6(size 6) ","cheese:16;dough:15;lettuce:12;meat:14;noodles:14;salt:21;sauce:16;tomato:12;","2 active"
2025-06-10 21:43:40,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Occupied (Group 8);","Steak(Group 3) Pizza(Group 5) Steak(Group 4) Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) ","","Group 6(size 6) ","cheese:16;dough:15;lettuce:12;meat:14;noodles:13;salt:21;sauce:15;tomato:12;","2 active"
2025-06-10 21:43:41,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Occupied (Group 8);","Pizza(Group 5) Steak(Group 4) Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) ","","Group 6(size 6) ","cheese:16;dough:15;lettuce:12;meat:13;noodles:13;salt:20;sauce:15;tomato:12;","2 active"
2025-06-10 21:43:42,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Occupied (Group 8);","Steak(Group 4) Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) ","","Group 6(size 6) ","cheese:18;dough:17;lettuce:15;meat:16;noodles:16;salt:23;sauce:17;tomato:15;","2 active"
2025-06-10 21:43:43,"Table 1 (size 2): Occupied (Group 5);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Occupied (Group 8);","Steak(Group 4) Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) ","","Group 6(size 6) ","cheese:18;dough:17;lettuce:15;meat:16;noodles:16;salt:23;sauce:17;tomato:15;","2 active"
2025-06-10 21:43:44,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 4);Table 4 (size 4): Occupied (Group 8);","Pasta(Group 4) Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) ","","Group 9(size 4) ","cheese:18;dough:17;lettuce:15;meat:15;noodles:16;salt:22;sauce:17;tomato:15;","2 active"
2025-06-10 21:43:45,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9), Orders: Salad Steak Salad Steak ;Table 4 (size 4): Occupied (Group 8);","Pasta(Group 4) Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) ","","","cheese:18;dough:17;lettuce:15;meat:15;noodles:15;salt:22;sauce:16;tomato:15;","2 active"
2025-06-10 21:43:47,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Steak(Group 4) Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) ","","Group 10(size 8) ","cheese:21;dough:20;lettuce:18;meat:18;noodles:17;salt:25;sauce:18;tomato:18;","2 active"
2025-06-10 21:43:48,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Steak(Group 4) Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) ","","Group 10(size 8) Group 11(size 5) ","cheese:21;dough:20;lettuce:18;meat:17;noodles:17;salt:24;sauce:18;tomato:18;","2 active"
2025-06-10 21:43:49,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) ","","Group 10(size 8) Group 11(size 5) ","cheese:21;dough:20;lettuce:18;meat:16;noodles:17;salt:23;sauce:18;tomato:18;","2 active"
2025-06-10 21:43:50,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Salad(Group 4) Salad(Group 4) Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) ","","Group 10(size 8) Group 11(size 5) ","cheese:21;dough:20;lettuce:18;meat:16;noodles:17;salt:23;sauce:18;tomato:18;","2 active"
2025-06-10 21:43:51,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Pizza(Group 4) Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) ","","Group 10(size 8) Group 11(size 5) ","cheese:21;dough:20;lettuce:16;meat:16;noodles:17;salt:23;sauce:18;tomato:16;","2 active"
2025-06-10 21:43:52,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Salad(Group 4) Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) ","","Group 10(size 8) Group 11(size 5) ","cheese:23;dough:22;lettuce:19;meat:19;noodles:20;salt:26;sauce:20;tomato:19;","2 active"
2025-06-10 21:43:53,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Pasta(Group 7) Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) ","Pizza(Group 4) Pizza(Group 4) ","Group 10(size 8) Group 11(size 5) Group 13(size 7) ","cheese:23;dough:22;lettuce:18;meat:19;noodles:20;salt:26;sauce:20;tomato:18;","2 active"
2025-06-10 21:43:54,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 7);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Occupied (Group 8);","Salad(Group 8) Steak(Group 8) Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) ","","Group 10(size 8) Group 11(size 5) Group 13(size 7) ","cheese:23;dough:22;lettuce:18;meat:19;noodles:19;salt:26;sauce:19;tomato:18;","2 active"
2025-06-10 21:43:55,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Free;","Steak(Group 8) Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) ","","Group 13(size 7) Group 14(size 6) ","cheese:23;dough:22;lettuce:17;meat:18;noodles:19;salt:25;sauce:19;tomato:17;","2 active"
2025-06-10 21:43:57,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Free;","Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) ","","Group 13(size 7) Group 14(size 6) ","cheese:26;dough:25;lettuce:20;meat:20;noodles:22;salt:27;sauce:22;tomato:20;","2 active"
2025-06-10 21:43:58,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Free;","Pizza(Group 8) Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) ","","Group 13(size 7) Group 14(size 6) ","cheese:26;dough:25;lettuce:20;meat:20;noodles:22;salt:27;sauce:22;tomato:20;","2 active"
2025-06-10 21:43:59,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Free;","Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) ","","Group 13(size 7) Group 14(size 6) ","cheese:25;dough:24;lettuce:20;meat:20;noodles:22;salt:27;sauce:21;tomato:20;","2 active"
2025-06-10 21:44:00,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 9);Table 4 (size 4): Free;","Salad(Group 9) Steak(Group 9) Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) ","","Group 13(size 7) Group 14(size 6) ","cheese:25;dough:24;lettuce:20;meat:20;noodles:22;salt:27;sauce:21;tomato:20;","2 active"
2025-06-10 21:44:01,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 13), Orders: Salad Pizza Salad Steak Salad Steak Pizza ;Table 4 (size 4): Free;","Salad(Group 9) Steak(Group 9) Steak(Group 12) Steak(Group 12) Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 14(size 6) ","cheese:25;dough:24;lettuce:19;meat:19;noodles:22;salt:26;sauce:21;tomato:19;","2 active"
2025-06-10 21:44:02,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Steak(Group 9) Steak(Group 12) Steak(Group 12) Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 14(size 6) ","cheese:28;dough:27;lettuce:21;meat:22;noodles:25;salt:29;sauce:24;tomato:21;","2 active"
2025-06-10 21:44:03,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Steak(Group 12) Steak(Group 12) Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 14(size 6) Group 16(size 7) ","cheese:28;dough:27;lettuce:21;meat:21;noodles:25;salt:28;sauce:24;tomato:21;","2 active"
2025-06-10 21:44:04,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Steak(Group 12) Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 14(size 6) Group 16(size 7) ","cheese:28;dough:27;lettuce:21;meat:20;noodles:25;salt:27;sauce:24;tomato:21;","2 active"
2025-06-10 21:44:05,"Table 1 (size 2): Occupied (Group 12);Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Steak(Group 12) Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 14(size 6) Group 16(size 7) Group 17(size 6) ","cheese:28;dough:27;lettuce:21;meat:20;noodles:25;salt:27;sauce:24;tomato:21;","2 active"
2025-06-10 21:44:07,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Pasta(Group 15) Pizza(Group 15) Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 16(size 7) Group 17(size 6) ","cheese:31;dough:30;lettuce:24;meat:22;noodles:28;salt:29;sauce:27;tomato:24;","2 active"
2025-06-10 21:44:08,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 15);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Pizza(Group 15) Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 16(size 7) Group 17(size 6) ","cheese:31;dough:30;lettuce:24;meat:22;noodles:27;salt:29;sauce:26;tomato:24;","2 active"
2025-06-10 21:44:09,"Table 1 (size 2): Free;Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 17(size 6) ","cheese:30;dough:29;lettuce:24;meat:22;noodles:27;salt:29;sauce:25;tomato:24;","2 active"
2025-06-10 21:44:10,"Table 1 (size 2): Free;Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Salad(Group 15) Pizza(Group 15) Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 17(size 6) Group 18(size 6) ","cheese:30;dough:29;lettuce:24;meat:22;noodles:27;salt:29;sauce:25;tomato:24;","2 active"
2025-06-10 21:44:11,"Table 1 (size 2): Free;Table 2 (size 4): Free;Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) ","","Group 17(size 6) Group 18(size 6) ","cheese:29;dough:28;lettuce:23;meat:22;noodles:27;salt:29;sauce:24;tomato:23;","2 active"
2025-06-10 21:44:12,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 19);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Salad(Group 13) Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) Pasta(Group 19) Salad(Group 19) Pasta(Group 19) Steak(Group 19) ","","Group 17(size 6) Group 18(size 6) ","cheese:32;dough:31;lettuce:26;meat:25;noodles:30;salt:32;sauce:27;tomato:26;","2 active"
2025-06-10 21:44:13,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 19);Table 3 (size 10): Occupied (Group 13);Table 4 (size 4): Free;","Pizza(Group 13) Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) Pasta(Group 19) Salad(Group 19) Pasta(Group 19) Steak(Group 19) ","","Group 17(size 6) Group 18(size 6) ","cheese:32;dough:31;lettuce:25;meat:25;noodles:30;salt:32;sauce:27;tomato:25;","2 active"
2025-06-10 21:44:14,"Table 1 (size 2): Free;Table 2 (size 4): Occupied (Group 19);Table 3 (size 10): Occupied (Group 17);Table 4 (size 4): Free;","Salad(Group 13) Steak(Group 13) Salad(Group 13) Steak(Group 13) Pizza(Group 13) Pasta(Group 19) Salad(Group 19) Pasta(Group 19) Steak(Group 19) Steak(Group 17) Steak(Group 17) Salad(Group 17) Steak(Group 17) Pizza(Group 17) Steak(Group 17) ","","Group 18(size 6) Group 20(size 5) ","cheese:31;dough:30;lettuce:25;meat:25;noodles:30;salt:32;sauce:26;tomato:25;","2 active"
